Company,Job Role,Stipend,Location
SStruence Innovations Pvt. Ltd.,Marketing,"₹ 1,000-2,000 /month",Work From Home
EMOTORAD,Graphic Design,"₹ 15,000 /month",Pune
Emporia,Corporate Sales,"₹ 5,000 /month +  Incentives",Noida
Innovante Engineering Solutions LLP,Industrial Design,"₹ 10,000 /month",Gurgaon
SNT Infotech Private Limited,Human Resources (HR),"₹ 13,000 /month",Ghaziabad
Beatitude,Accounting & Bookkeeping,"₹ 7,000 /month",Pune
Design Harmony,Architecture,"₹ 5,000 /month +  Incentives",Bangalore
Shravan Singh (Sachtak),Electronics Engineering,"₹ 8,000 /month",Gandhinagar
Crazy Fox Creations,Influencer Marketing,"₹ 10,000 /month",Lucknow
Siemens,.NET Development Or Unity Or Babylon Developer Or VR/AR Developer Or AI/ML Or Combined,"₹ 15,000-40,000 /month",Bangalore
Silver Lining Personalised,Social Media Marketing,"₹ 12,000 /month",South
EYTHOR PRIVATE LIMITED,Electronics Engineering,"₹ 7,000-10,000 /month",Delhi
Arachnomesh Technologies Private Limited,Android App Development,"₹ 15,000-25,000 /month",Work From Home
Accsus Management,Business Development (Sales),"₹ 7,500-12,000 /month",Ahmedabad
Quixotic Vacations Private Limited,Travel Consultant,"₹ 10,000 /month",Delhi
Aastha Agarwal,Marketing,"₹ 10,000 /month",Gurgaon
Nine Tours,Travel & Tourism,"₹ 5,000 /month",Work From Home
Delhi Kids Fashion Week,Fashion Design,"₹ 4,000-6,000 /month",Delhi
Spectoms Engineering Private Limited,Engineering Design,"₹ 5,000 /month",Vadodara
Pawzz,Business Development (Sales),"₹ 12,000-25,000 /month",Gurgaon
Stellar Search,Research,"₹ 15,000-20,000 /month",Gurgaon
Confluencr,Recruitment,"₹ 12,000 /month",Bangalore
Avenoir,Content Writer,"₹ 10,000 /month",Work From Home
Avenoir,Graphic Designer,"₹ 10,000 /month",Work From Home
Feedough,Content Writing,"₹ 5,000 /month",Work From Home
SNC Holidays,Business Development (Sales),"₹ 10,000 /month",Navi Mumbai
IB Experts For 7 On 7 Private Limited,Desktop Publishing (Education),"₹ 9,000 /month",Work From Home
Sayli Mhatre,Human Resources (HR),"₹ 5,000-10,000 /month",Turbhe
Exdera,Content Writing,"₹ 6,000 /month",Bangalore
Fitness Bell India,Creative Design,"₹ 3,000 /month",Work From Home
CollegeDekho.com,Digital Marketing,"₹ 10,000 /month",Bangalore
Mirch Masala Caterers,Creative Design,"₹ 2,000 /month +  Incentives",Noida
Manidhari Securities,Market Research,"₹ 2,000 /month",Indore
Hungry2Grow Software Private Limited,Customer Service/Customer Support,"₹ 15,000-22,000 /month",Work From Home
Cbetter,Business Development (Sales),"₹ 15,000-25,000 /month",Jaipur
Rare Turquoise Gemstones,Social Media Marketing,"₹ 10,000 /month",Jaipur
Nyasa Production Studio,Social Media Marketing,"₹ 2,000-5,000 /month",Ahmedabad
ContentNinja,Digital Marketing,"₹ 15,000 /month",Gurgaon
Aviz Home Healthcare Private Limited,Video Editing/Making,"₹ 1,000 /month",Work From Home
Paramount India Education Consultants,Digital Marketing,"₹ 5,000-8,000 /month",Bangalore
MyMegaminds,Accounting/Finance Academic Assignments Writing,"₹ 8,000-10,000 /month",Work From Home
Laiibhari Entertainment,Administration,"₹ 10,000 /month",Mumbai
Empirical Digital Solutions,Search Engine Optimization (SEO),"₹ 2,000 /month",Work From Home
PYZAQL,Business Development (Sales),"₹ 6,000 /month +  Incentives",Kudlur
Erudite Career Enablers,Social Media Marketing,"₹ 1,000 /month +  Incentives",Work From Home
Travarsa Private Limited,Digital Marketing,"₹ 8,000-13,000 /month",Kolkata
FOY FOR YOU,Business Analytics,"₹ 4,000-8,000 /month",Mumbai
Chanchal Aggarwal,Accounting & Taxation,"₹ 5,000-10,000 /month",Delhi
Shemrock RT Nagar,Telecalling,"₹ 8,000 /month +  Incentives",Bangalore
Zingmind Technologies,Business Development (Sales),"₹ 5,000 /month",Indore
Peregrine Public Relations,Media & Public Relations (PR),"₹ 5,000-10,000 /month",Mumbai
Muncho Technologies Private Limited,Sales,"₹ 5,000-12,000 /month",Work From Home
Hamari Pahchan NGO,Charity Drive,Unpaid,Work From Home
Kunal Solanki,Video Editing/Making,"₹ 2,000 /month +  Incentives",Work From Home
Celebmantra,Video Editing/Making,"₹ 3,000-5,000 /month",Gurgaon
Hindustan Wellness Private Limited,Human Resources (HR),"₹ 5,000 /month",Gurgaon
Defcolrasoi,Digital Marketing,"₹ 8,000-12,000 /month",Delhi
Art Culture Festival,Media & Public Relations (PR),"₹ 8,000-15,000 /month",Delhi
S.S. Rana & Company,Human Resources (HR),"₹ 5,000-10,000 /month",Delhi
Techolution,Human Resources (HR),"₹ 15,000-18,000 /month",Hyderabad
OpenSense Labs Private Limited,Social Media Marketing,"₹ 10,000-15,000 /month",Delhi
Ten Times Online Private Limited,Data Science,"₹ 15,000-25,000 /month",Bangalore
GlamorGuild,Content Writing,"₹ 1,000 /month",Work From Home
"Indian Women In Dubai (Dubai, United Arab Emirates)",Social Media Marketing,"₹ 5,000 /month",Work From Home
Inovize IT Solutions,Business Development (Sales),"₹ 8,000 /month +  Incentives",Noida
Techeir/Konseptrix Analytics Private Limited,Java Full Stack Development,"₹ 5,000 /month +  Incentives",Madhya Pradesh
HaZZten,Subject Matter Expert (Statistics),"₹ 10,000-20,000 /month",Work From Home
The Tarzan Way,Founder's Office,"₹ 3,000-6,000 /month",Work From Home
Multiprint Advertising,Client Servicing,"₹ 5,000-8,000 /month",Mumbai
HaZZten,Subject Matter Expert (Physics),"₹ 10,000-20,000 /month",Work From Home
Digital Friend,Content Writing,"₹ 8,000-10,000 /month",Gandhinagar
Narigiri's Connect To Universe Private Limited,Online Electrical Engineering Tutor,"₹ 1,500-8,000 /month",Work From Home
HaZZten,Subject Matter Expert (Economics),"₹ 10,000-20,000 /month",Work From Home
Cocobee Home Linens,Social Media Marketing,"₹ 9,000 /month",Mumbai
Nature Products,Event Management,"₹ 8,000-15,000 /month",Delhi
Pawzz,Social Media Marketing,"₹ 15,000-20,000 /month",Gurgaon
UttamJob Technologies Private Limited,Video Editing/Making,"₹ 2,000-7,000 /month",Work From Home
Larsen & Toubro,Finance & Accounting,"₹ 5,000-20,000 /month",Mumbai
Programming Hub (Rightsol Private Limited),Marketing,"₹ 18,000 /month",Work From Home
Justdial Limited,Information Retrieval Officer (Customer Support) English & Tamil,"₹ 10,000 /month",Chennai
NEET UDAAN,Video Editing/Making,"₹ 2,000-7,000 /month",Work From Home
Paprika Idea Labs,Marketing & Brand Partnership,"₹ 5,000 /month",Mumbai
The OmniJobs,Inside Sales,"₹ 5,000 lump sum +  Incentives",Work From Home
The OmniJobs,Business Development (Sales),"₹ 5,000 lump sum +  Incentives",Work From Home
Exampeer,Business Development (Sales),"₹ 2,000 /month +  Incentives",Work From Home
MentorKart (DGguru Learning Solutions Private Limited),Corporate Sales,"₹ 15,000 /month",Noida
Churrolto Foods,Finance & Accounting,"₹ 7,000 /month",Hyderabad
Manjima Pavithran,Inside Sales,"₹ 15,000 /month",Bangalore
MORE Global,Operations,"₹ 10,000 /month",Mumbai
HappyGoTrips,Business Development (Sales),"₹ 15,000 /month",Noida
BatteryPool,Supply Chain Management (SCM),"₹ 8,000 /month",Pune
Seed Studio LLP,Graphic Design,"₹ 10,000 /month",Bangalore
ISAMAY,Product Testing,"₹ 5,000 /month",Mumbai
Seequenze Technologies,Lead Generation,"₹ 5,000-12,000 /month",Work From Home
Get Structured Consulting Services OPC Private Limited,Email Marketing,"₹ 5,000 /month",Work From Home
MIlestone Industries,Tally Accountant,"₹ 15,000 lump sum",Mumbai
IndieFolio Network Private Limited,Social Media Marketing,"₹ 5,000 /month",Work From Home
Crewscale,Marketing,"₹ 20,000 /month",Work From Home
ServerGuy,Content Writing,"₹ 15,000-25,000 /month",Noida
Sa-Mudra Foundation,"MENTAL HEALTH AWARENESS, COUNSELLING & SENSITIZATION",Unpaid,Bangalore
Classique Events,Event Management,"₹ 7,000-10,000 /month",Delhi
Faclon,Graphic Design,"₹ 7,000 /month",Work From Home
Lusso Celebrazione Private Limited,Graphic Design,"₹ 10,000-15,000 /month",Delhi
BA4Change,Business Development (Sales),"₹ 5,000 /month",Work From Home
The Tarzan Way,Content Writing,"₹ 2,000-4,500 /month",Work From Home
Innovalance Learning Systems,Subject Matter Expert - Economics,"₹ 12,000 /month",Work From Home
Jordiax Digital,Social Media Marketing,"₹ 1,000 /month",Work From Home
Code Vyasa,Operations,"₹ 5,000-8,000 /month",Noida
Infinijewel Synergies Private Limited,Editorial,"₹ 8,000-15,000 /month",Mumbai
DesignAR,Perfomance Marketing,"₹ 10,000 /month",Mumbai
Blu Bud Estates,"Content Creation (Video,Graphics)","₹ 5,000 /month",Work From Home
Darashan,Video Editing/Making,"₹ 5,000 /month",Work From Home
Awaywegoo Travel & Languages Private Limited,Social Media Marketing,"₹ 6,000 /month",Mumbai
Emporiom Digital,Tech Sales,"₹ 10,000 /month",Noida
YK Architects,Architecture,"₹ 10,000 /month",Ulhasnagar
Nazariya Production,Video Editing/Making,"₹ 5,000 /month",Chandigarh
S.A.Knitwears Private Limited,Fashion Design,"₹ 3,000-5,000 /month",Madurai
The Brand Palette,Social Media Marketing,"₹ 10,000-15,000 /month",Chandigarh
SkilloVilla Technologies Private Limited,Operations,"₹ 12,000-14,000 /month",Bangalore
UniSol Writing Services Private Limited,Business Development (Sales),"₹ 6,000 /month",Jaipur
Mahima Verma,Web Development,"₹ 2,000-2,500 /month",Work From Home
SqM Technologies,Accounting & Bookkeeping,"₹ 15,000 /month",Pune
Your Healthy Mind,Business Development (Sales),"₹ 10,000 /month",Kolkata
Narigiri's Connect To Universe Private Limited,Online Mechanical Engineering Tutor,"₹ 1,500-8,000 /month",Work From Home
Cynergi,Law/Legal,"₹ 5,000 /month",Mumbai
Trijotech Software Consulting Private Limited,SAP Finance,"₹ 10,000 /month",Noida
Sachin Dubey,Automobile Engineering,"₹ 14,364 /month",Neemrana
Nuvama Wealth,Client Servicing,"₹ 7,000-13,000 /month",Mumbai
QuickSell,Off-Page (Link Building),"₹ 9,000 /month",Work From Home
House Of Customization,Content Creation,"₹ 10,000-25,000 /month",Bangalore
Kritika Singh,Content Writing,"₹ 5,000 /month +  Incentives",Work From Home
Mappy Resources,Search Engine Optimization (SEO),"₹ 3,000-8,000 /month",Mumbai
Evinces Ventures,Graphic Design,"₹ 6,000 /month",Delhi
Returno Fintech Private Limited,Graphic Design,"₹ 2,000 /month",Jaipur
INTRED,Digital Marketing,"₹ 5,000 /month",Indore
Smile Life Foundation,Video Editing/Making,Unpaid,Work From Home
Saltoro Coffee Roasters,Supply Chain & Logistics Operations,"₹ 12,000-15,000 /month",Noida
Vishnu Chess Academy,Marketing,"₹ 10,000-15,000 /month",Work From Home
Dobby Ads,Graphic Design,"₹ 15,000 /month",Work From Home
Venacava Designs,Graphic Design,"₹ 8,000 /month",Delhi
Phoenix Advisors,Finance,"₹ 4,000-6,000 /month",Pune
Ashu Bansal,Social Media Marketing,"₹ 1,000 /month",Work From Home
Kads Consultancy,Human Resources (HR),"₹ 2,000 /month",Work From Home
Hyoxen Vehicle Technology Private Limited,Graphic Design,"₹ 4,000 /month +  Incentives",Delhi
Saltriver Infosystems Private Limited,Android App Development,"₹ 5,000 /month",Ahmedabad
Siddha Banking Classes,Teaching,"₹ 4,000 /month +  Incentives",Work From Home
Vedikroots Ayurveda Private Limited,Digital Marketing,"₹ 8,000 /month",Noida
Affinivi Private Limited,Business Development (Sales),"₹ 5,000 /month +  Incentives",Hyderabad
Legalvise,Law/Legal,Unpaid,Work From Home
Khenshu,Social Media Marketing,"₹ 10,000-15,000 /month",Bangalore
BCloud Global Services,Digital Marketing,"₹ 1,000 /month",Work From Home
Clozy Wears,Business Development (Sales),"₹ 1,000 /month",Work From Home
AquGen Technologies Private Limited,Content Writing,"₹ 5,000-10,000 /month",Delhi
Aviz Home Healthcare Private Limited,Social Media Marketing,"₹ 1,000 /month",Work From Home
ARIHANT MAXSEL TECHNOLOGIES PVT LTD,Human Resources (HR),"₹ 2,000 /month +  Incentives",Chennai
Amjam Solutions,Video Editing/Making,"₹ 2,000-5,000 /month",Work From Home
CraftShades,Human Resources (HR),"₹ 3,000 /month",Udaipur
HavStrategy,Human Resources (HR),"₹ 10,000-20,000 /month",Delhi
Bhim Industries Private Limited,Mechanical Engineering,"₹ 10,000 /month",Vadodara
Amrutam Designs Pvt Ltd,Fashion Merchandising,"₹ 15,000 /month",Noida
Revotech Industries Private Limited,Digital Marketing,"₹ 1,000 /month +  Incentives",Work From Home
Maksim Consultants,Company Secretary (CS),"₹ 10,000 /month",Delhi
Webknot Technologies Private Limited,Flutter Development,"₹ 10,000-20,000 /month",Work From Home
Race Eco Chain,Hotel Management(Chef),"₹ 12,000-18,000 /month",Work From Home
Techasoft Private Limited,Customer Service/Customer Support,"₹ 10,000 /month +  Incentives",Bangalore
Orel Corporation,Motion Graphics,"₹ 25,000 /month",Noida
FNS INTERNATIONAL PRIVATE LIMITED,Sales Cordinator,"₹ 10,000-12,000 /month",Delhi
Pina Colada Resources LLP,Search Engine Optimization (SEO),"₹ 10,000 /month",Delhi
Across The Globe (ATG),Field Marketing,"₹ 2,000-2,500 /month",Work From Home
Across The Globe (ATG),Sales,"₹ 2,000-2,500 /month",Work From Home
Confluencr,WordPress Development,"₹ 10,000 /month",Bangalore
ATD Journeys Private Limited,Visual Design,"₹ 7,000-10,000 /month",Mumbai
Astroashram,Telecalling,"₹ 10,000 /month",Delhi
Better News USA,Content Writing,"₹ 1,000 /month +  Incentives",Work From Home
Vijay Social Welfare Society,Teaching,Unpaid,Indore
Brands Jar,Content Writing,"₹ 10,000 /month",Pune
NextGen Techno Ventures Private Limited,Human Resources (HR),"₹ 5,000-7,000 /month",Mumbai
KosmosOne,Electronics Engineering,"₹ 5,000 /month +  Incentives",Nagpur
Eduonix Learning Solutions Private Limited,Business Development (Sales),"₹ 15,000 /month",Navi Mumbai
Hogarth Worldwide,Client Servicing,"₹ 22,000 /month",Mumbai
Yokayz,Videography,"₹ 8,000-20,000 /month",Bangalore
Legal Icons,Law/Legal,Unpaid,Delhi
AtoZ Demand Gen,Marketing,"₹ 3,000 /month",Work From Home
Diyansh Enterprises LLP,Content Writing (Linux Tutorials),"₹ 6,000 /month +  Incentives",Work From Home
KVAR Technologies Private Limited,Finance & Accounting,"₹ 10,000 /month",Mumbai
The Souled Store,Graphic Design (Visual Communication),"₹ 10,000 /month",Mumbai
PostcardTrip,Travel Consultant,"₹ 5,500 /month",Delhi
Karkhana.io,Digital Marketing,"₹ 10,000-15,000 /month",Bangalore
Undiscovered Design Studio,Graphic Design,"₹ 8,000 /month",Mumbai
Uolo Edtech Private Limited,Operations,"₹ 15,000 /month",Gurgaon
Webknot Technologies Private Limited,Backend Development,"₹ 10,000-20,000 /month",Work From Home
Shree Sanjeevani Herbal Care,E-Commerce Marketing,"₹ 7,000 /month",Work From Home
Teamployer Talent Solutions (Teamployer Recruitment & Financial Services),Business Development (Sales),"₹ 10,000 /month +  Incentives",Work From Home
Breadzam Ventures Private Limited,Digital Marketing,"₹ 3,000 /month",Work From Home
ZinkID,Business Development (Sales),"₹ 22,000 /month",Chennai
Hashtag Socials,Operations,"₹ 8,000-25,000 /month",Bangalore
Teqlawn,Human Resources (HR),"₹ 3,000-5,000 /month",Work From Home
Across The Globe (ATG),Corporate Sales,"₹ 2,000-2,500 /month",Work From Home
Augment Systems Private Limited,Content Development (English),"₹ 16,667 /month",Work From Home
Hunter Hikers,Social Media Marketing,"₹ 5,000 /month +  Incentives",Jaipur
Touch Of Nature,Marketing,"₹ 3,000-10,000 /month",Jaipur
The Infinity,Business Research,"₹ 5,000 /month",Work From Home
Techeir/Konseptrix Analytics Private Limited,Software Testing,"₹ 3,000 /month +  Incentives",Work From Home
Group Futurista,Event Production Executive,"₹ 6,000-8,000 /month",Work From Home
Fincrux Technologies,UI/UX Design,"₹ 6,000-8,000 /month",Mumbai
FieldAssist,Business Development (Sales),"₹ 15,000 /month",Gurgaon
Antino Labs Private Limited,DevOps Engineering,"₹ 15,000 /month",Gurgaon
Edubricz Technologies LLP,Business Development (Sales),"₹ 12,000 /month",Bangalore
Indika AI Private Limited,Corporate Communications,"₹ 8,000-10,000 /month",Delhi
Niti Sabha,Field Research Associate,"₹ 5,000-8,000 /month",Odisha
HSI Corporate Services Private Limited,Search Engine Optimization (SEO),"₹ 6,000-10,000 /month",Noida
SAPRA & CO,Law/Legal,"₹ 5,000 /month",Greater Noida
Ramyoz,Lead Generation,"₹ 10,000-12,000 /month",Greater Noida
Goodrich Logistics,Backend Development,"₹ 15,000-20,000 /month",Thane
Bau Bau Pet Services,Market Research/Content Creation,"₹ 7,000 /month",Work From Home
Bimlesh Skill & Crafts Private Limited,Digital Marketing,"₹ 5,000 /month",Delhi
Caarya,Unity Development,"₹ 5,000 /month",Work From Home
AKA Supply Chain Solutions Private Limited,Social Media Marketing,"₹ 5,000-12,000 /month",Mumbai
ViaMonk Records,Marketing And Project Management,"₹ 5,000-7,000 /month",Delhi
EduMENTOR Educational Services Private Limited,Human Resources (HR),"₹ 8,000-12,000 /month",Noida
Arkina Diamonds,Content Writing,"₹ 5,000 /month",Work From Home
Spirit Institutes,Human Resources (HR),"₹ 10,000-20,000 /month",Pune
Growisto,Marketing,"₹ 9,000 /month",Work From Home
Nature Devise,Digital Marketing,"₹ 8,000-15,000 /month",Gurgaon
MAS INFO TEC,Field Sales,"₹ 8,000-50,000 /month",Patna
MIDIND Industrial Development Limited,Field Sales,"₹ 7,500 /month",Navi Mumbai
MIDIND Industrial Development Limited,Telecalling,"₹ 7,000 /month",Navi Mumbai
OneKEE,Social Media Marketing,"₹ 3,000-3,500 /month",Work From Home
Jivni,Full Stack Development,"₹ 9,000-13,000 /month",Work From Home
Surpluss,Social Media Marketing,"₹ 5,000 /month",Work From Home
